,wikitext_mallet_7,wikitext_mallet_41,wikitext_mallet_12,wikitext_mallet_44,wikitext_mallet_19,wikitext_mallet_42,wikitext_mallet_26,wikitext_mallet_47,wikitext_mallet_39,wikitext_mallet_46,wikitext_mallet_17,wikitext_mallet_2,wikitext_mallet_38,wikitext_mallet_24,wikitext_mallet_43,wikitext_mallet_9,wikitext_mallet_15,wikitext_mallet_29,wikitext_mallet_36,wikitext_mallet_10,wikitext_mallet_1,wikitext_mallet_20,wikitext_mallet_45,wikitext_mallet_28,wikitext_mallet_32,wikitext_mallet_27,wikitext_mallet_4,wikitext_mallet_14,wikitext_mallet_21,wikitext_mallet_40,wikitext_mallet_34,wikitext_mallet_18,wikitext_mallet_25,wikitext_mallet_49,wikitext_mallet_23,wikitext_mallet_6,wikitext_mallet_22,wikitext_mallet_8,wikitext_mallet_33,wikitext_mallet_35,wikitext_mallet_30,wikitext_mallet_13,wikitext_mallet_16,wikitext_mallet_3,wikitext_mallet_0,wikitext_mallet_48,wikitext_mallet_5,wikitext_mallet_37,wikitext_mallet_11,wikitext_mallet_31,wikitext_dvae_3,wikitext_dvae_18,wikitext_dvae_24,wikitext_dvae_14,wikitext_dvae_27,wikitext_dvae_16,wikitext_dvae_41,wikitext_dvae_21,wikitext_dvae_31,wikitext_dvae_36,wikitext_dvae_9,wikitext_dvae_10,wikitext_dvae_0,wikitext_dvae_7,wikitext_dvae_22,wikitext_dvae_40,wikitext_dvae_28,wikitext_dvae_23,wikitext_dvae_47,wikitext_dvae_11,wikitext_dvae_19,wikitext_dvae_29,wikitext_dvae_17,wikitext_dvae_38,wikitext_dvae_20,wikitext_dvae_45,wikitext_dvae_42,wikitext_dvae_13,wikitext_dvae_8,wikitext_dvae_32,wikitext_dvae_44,wikitext_dvae_34,wikitext_dvae_33,wikitext_dvae_1,wikitext_dvae_35,wikitext_dvae_6,wikitext_dvae_4,wikitext_dvae_48,wikitext_dvae_46,wikitext_dvae_15,wikitext_dvae_12,wikitext_dvae_43,wikitext_dvae_39,wikitext_dvae_26,wikitext_dvae_2,wikitext_dvae_5,wikitext_dvae_37,wikitext_dvae_25,wikitext_dvae_49,wikitext_dvae_30,wikitext_etm_22,wikitext_etm_35,wikitext_etm_39,wikitext_etm_14,wikitext_etm_8,wikitext_etm_19,wikitext_etm_30,wikitext_etm_31,wikitext_etm_13,wikitext_etm_11,wikitext_etm_4,wikitext_etm_37,wikitext_etm_16,wikitext_etm_33,wikitext_etm_18,wikitext_etm_17,wikitext_etm_44,wikitext_etm_34,wikitext_etm_46,wikitext_etm_38,wikitext_etm_41,wikitext_etm_36,wikitext_etm_40,wikitext_etm_5,wikitext_etm_49,wikitext_etm_42,wikitext_etm_12,wikitext_etm_15,wikitext_etm_9,wikitext_etm_2,wikitext_etm_0,wikitext_etm_20,wikitext_etm_45,wikitext_etm_25,wikitext_etm_27,wikitext_etm_21,wikitext_etm_6,wikitext_etm_26,wikitext_etm_1,wikitext_etm_47,wikitext_etm_28,wikitext_etm_29,wikitext_etm_10,wikitext_etm_7,wikitext_etm_32,wikitext_etm_43,wikitext_etm_24,wikitext_etm_3,wikitext_etm_48,wikitext_etm_23
119,,,"6,7",,,,,,,,,,,,"3,7",,,,"6,7",,,,,,,,"6,7",,,"6,7","6,7",,,"6,7",,,,,,,,,,,,,,,,,,,"6,7",,,"6,7",,,,,"6,7",,,"6,7",,,,,"6,7",,,"6,7",,,"6,7",,,"5,7",,,"6,7","6,7","6,7","6,7",,,"6,7",,,"6,7",,,,,,,"6,7",,"6,7",,,,"6,7","6,7","3,7",,,,,"6,7",,,,"6,7",,,,,,,,"3,7","6,7","6,7",,"6,7","6,7",,,,,"6,7","6,7",,"3,7",,,,"6,7",,,,,,,,"6,7",,,
120,,,,,,,"6,7",,,"6,7",,,"2,7","5,7","6,7",,,,"6,7",,,,,,,,,,,,,"6,7",,,,,"6,7",,,"4,7","3,7",,,"6,7",,,,,"4,7","6,7",,,,,,,,"6,7",,,,,,"6,7","6,7",,,"3,7",,,,,,,,,,,"6,7",,,,"6,7",,,,,"6,7",,"6,7",,"6,7",,,,,,"6,7",,,,"4,7","6,7",,,"6,7","6,7",,,,"1,7",,"6,7","2,7",,,,"4,7",,,,,,"5,7",,"4,7",,,,,"1,7","6,7","6,7",,,,,,,,,,,"4,7","6,7",,,,,
121,,,,,,,"6,7",,"6,7",,"6,7","6,7",,,,,,"6,7","2,7",,,,,,"6,7",,"6,7",,,,"6,7",,,"6,7",,"6,7",,,,,,,,,,,"6,7",,,,,"6,7",,"6,7",,,,"6,7",,,,,,"6,7",,,,,"6,7",,,,,"6,8",,,,,,,,,,"6,7",,"6,7",,"6,7",,"6,7",,,,,,,,,"6,7",,,,,,,,"6,7","6,7","3,7",,,,,,,"3,7",,"6,7",,"6,7",,,"6,7",,"3,7",,,,,,"1,7",,"6,7",,,,"6,7",,"6,7",,,,,"6,7",,,"6,7",,,"6,7"
122,,"6,7","6,7","6,7",,,,,,,,"6,7",,,,,"1,7","6,7",,,,,,,,"6,7","6,7",,"2,7",,,,"6,7","6,7",,,,"6,7",,,"4,7",,,,,,,,,,,,,,,,"6,8",,,,,,,,,,,,,,,,,"6,8",,,,"5,7",,,"6,7",,,,,,,,,,,"6,8","5,8",,"6,7",,"6,7",,"6,7","6,8",,,"5,7",,"6,7",,,,,"6,7",,,,"1,7","6,7",,"6,7",,,,"6,7",,,,"5,7",,,,,,,,,,"6,7",,,"5,7",,,,"5,7","2,7","4,7",,,"6,7","6,7",,
123,,,,,,,"6,7",,"6,7",,,,,,,"6,7","6,7",,,,,,,,"6,7",,,,,"6,7","6,7","6,7",,,,,,"6,7",,"4,7",,,,"6,7",,,"6,7",,,,,,,,"6,7","6,7","6,8",,,,"6,7",,,"6,7","6,8",,"3,8",,,,,,,,,,,,,,"6,7","4,7",,,"6,9","6,7",,,,,,,,,"6,7",,,,"6,7","6,7",,,,,,,,"5,7","3,7",,,,,,"6,7",,,"4,7",,,,"3,7","6,7","6,7",,,,,,,,,,,"3,7",,"6,7",,,,,,"6,7",,,,,"6,7","6,7",
124,"6,7",,,"6,7",,,,,,"5,7",,,,,,,,"6,7",,,,,"6,7","2,7",,,,,,"6,7",,,"6,7",,,"6,7",,,,,,,,,,,,,,,,,,,,,,"6,7",,"6,7","6,7",,,"6,7",,,"6,7",,"6,7",,"6,7",,,,,"3,9","6,7",,"6,7",,,,,"6,7",,,,,"6,7",,,,,"6,9","2,7",,,,,,"6,7","6,7","1,7",,,,,,,"6,7",,"5,7",,,,,,,,,"6,7",,,,,"4,7","6,7",,"6,7",,"2,7",,,,"3,7",,"6,7",,,,,,,,,"6,7","6,7",,,"6,7"
125,"6,7","6,7",,"6,7",,,,"6,7",,"6,7",,"6,7",,,,,,,,,,,"6,7",,"6,7",,,,,,,,,,,,,"6,7",,"6,7","6,7","6,7","6,7",,,,,,,,,,"6,7",,,,,"6,7",,,,,,,,"6,7",,"3,8",,"6,7",,"6,7",,,,,"6,7",,,,,,,,,"6,7",,,,"6,7","6,7",,,"1,9","1,9",,,,"6,7",,,,,,"6,7",,"6,7",,,,"1,7","5,7",,,,,,,,,,,,"6,7",,,"6,7",,,,,,,"6,7",,"6,7",,,,"6,7",,,"6,7",,"5,7",,,,"6,7",
126,,,"6,7","6,7",,,"6,7","6,7","6,7",,,,,,"6,7",,,,,,"6,7",,,,"6,7",,,,"6,7",,,,,"6,7","3,7",,,,,,,,,,"6,7",,,,,"6,7",,,,,"6,7","6,7",,,,,"6,7",,,,,,,,,"6,7",,"6,7",,,"6,7",,,,,,,"5,7","6,7",,,"6,7",,,,,,,,"6,7",,,,,"6,7","6,7",,"6,7","6,7",,,"6,7",,,,,,,"6,7",,,,,,,,,,"6,7",,"6,7","3,7",,,,,,,,,,,,,,"1,7",,"6,7",,,"6,7","6,7",,"3,7",,"4,7"
127,"6,7",,,,"5,7",,,,"6,7","6,7",,,"2,7","5,7",,,"4,7",,"6,7",,,"3,7",,,,,,,"2,7","6,7","6,7",,"6,7",,,,,,,"6,7",,,"6,7","1,7",,"2,7",,,,,,,,,,"6,7",,,"6,7",,,,,,,,,,,,,,,"6,7",,,,,,,"6,7","5,7",,,,,"6,9",,"4,8","2,7",,,"4,8",,,,"6,7","6,7",,,,,,,,,,,"6,7",,,,"1,7",,,,,,,,,,,,,,"6,7",,"6,7",,"2,7","6,7",,"6,7",,,,,,"6,7",,,,,,,,"6,7","5,7",
128,"6,7",,,,,"6,7",,"6,7",,,,,"2,7",,,"6,7",,,,,"6,7",,,,,,,,,,,,,"6,7",,"6,7",,,,"6,7","3,7",,,,,"6,7","4,8",,"3,7",,"3,7",,,,,,,,"6,7",,"6,7",,,,,"6,7","6,7","3,7",,,,,"2,7",,,"3,8","6,7","6,7",,,"6,7",,,,,,"1,9",,"5,7","6,7",,,,,,,,"6,7",,,"6,7","6,7",,"6,7",,,,,"5,7",,,,,,,"5,7",,,,,,,,,,,"6,7","6,7",,,,,,,,,,,,,,,"6,7",,"6,7",,,,,"6,7"
129,"6,7",,,,"5,7",,,"6,7",,,,,"2,7",,,,,,"6,7",,,,,,"6,7",,,,,"6,7","6,7",,,,,"6,7",,,,"6,7","4,7",,,,,"2,7",,,,,,"6,9",,,,,,,,"1,8",,,,,"6,7",,"3,7",,,"4,8",,"6,7",,,"6,9",,,,,,"6,7",,"6,8",,,,,,,"6,7",,,,,"6,7",,,,,,"6,7",,,,,,"4,7",,,,,,,,,,"6,7","6,7",,,,,"6,7","5,7",,"2,7",,,,"4,7",,,"6,7",,"6,7","6,7","4,7","4,8",,,"6,7","5,7",,,,,,,,
130,,,,"6,7",,,,,,,,,,,"6,7",,,,"4,7",,,,,,,,,"6,7","6,7",,,,"6,7",,,,,,,,,,,"6,7",,,,"6,7",,,"6,9",,,,,,"6,9","4,7",,,,,,,,"6,7",,,"6,7",,,"6,7",,,,"6,7",,,"6,7",,,,,,"6,7",,,"6,8","4,7",,,"6,7",,,,,"6,7",,"6,7",,"6,7",,,,,,,,,,,,"6,7",,,"5,7",,"6,7","4,7","6,7","6,7","6,7",,"6,7",,,,,"6,7",,"4,7",,"6,7",,,,,,"6,7",,,"5,7",,,,"6,7",,"6,7",,
131,,,,,"6,7","6,7",,,"6,7",,,,"2,9",,,"6,9","6,7",,,"6,7",,"6,7","6,7","5,9",,"6,7",,,"6,7",,,"6,7",,,"6,7",,,,,,"6,7",,"6,7",,,,,"6,7",,,,"5,9","6,7",,,,"4,9",,,,,,,"6,7",,"6,7",,,,,,,"2,9",,,,,,,,"6,7",,,,,"6,9",,,"4,9",,,,,"6,9",,,"6,7",,,"6,7",,"6,7",,,,,,,,,,,,,,,,"6,7",,,,,"6,7","2,7",,,,,"3,7",,"2,9",,,,"6,7",,,,,,"6,7",,,,,,,"6,7",,
132,"6,7",,"6,7","6,7",,,,,,"6,7",,,,"6,7",,,"6,7","6,7",,,,,,,"6,7",,,,,,,,,,"6,7",,,"6,7","6,7",,,,,"6,7",,,"6,7",,,"2,7","1,7",,,,,,,,,,"6,7",,"6,8",,,"6,7",,,,"6,8",,,,,,,"6,7","5,7",,,,"5,7",,,,,,,"5,8","6,7",,,,,,,,,"2,7",,"6,7",,,,,,,,"6,7",,,,,,,,,"6,7",,,"6,7","6,7",,,,,"6,7",,,,"4,7",,,,,,"6,7","6,7",,,"3,7",,,"6,7",,,"6,7","6,7",,
133,,,,,,,,,,,"6,7",,,,,,,,,"6,7",,"6,7",,,,,"6,7","4,7",,,"6,7",,,,,,,,,,,,"6,7",,"6,7",,,,"3,7",,,,,,"6,7",,,,,,,,,"6,8",,,,"6,7",,"6,8",,,,"6,7","6,7",,"6,7",,,"6,8","6,7","5,7","6,8",,,,,,"5,8","6,7",,,,,,,,,"6,7","6,7",,,,,,,"6,7",,"6,7",,"1,7",,,,,,,,"6,7",,,,"6,7",,,"6,7","6,7",,,"5,7","2,7",,,,,"6,7",,,,,"3,7",,,"6,7",,,,"6,7","5,7",
134,,,,,"6,7","6,7",,"6,7","6,7",,,,"2,7",,,,,,,"3,7",,,,,,"6,7",,,"2,7","6,7",,,,,"6,7",,,"6,7",,,,,,,,,,,,,,,,,,,"2,8",,,,,,,,"6,7",,"5,7",,"6,7",,,,,"6,7",,"6,7",,,,,,,,,,,,,,,,,,,,,,,"6,7","6,7","6,7",,"6,7",,,,"6,7",,"1,7",,"6,7","5,7","6,7",,"2,7",,,,"4,7",,,,,"2,7","6,7",,,,"6,7","6,7",,,,,"6,7",,,,,"6,7","6,7",,,"4,7",,,,,"6,7","6,7"
135,,,"6,7",,,,"5,7",,,,"6,7",,,,,,,"6,7",,"6,7",,"6,7",,,,,"6,7",,,,"6,7",,,,,,"6,7",,,"6,7","3,7",,,"6,7",,,,,,,,"1,7","6,7",,,,,,,,,,,,"6,7",,,"3,7",,,"5,7",,,"6,7",,,"6,7",,"6,7",,,"5,7",,"2,7",,,"6,7",,,,"6,7",,"6,7","6,7",,,,,,,,,"2,7",,"6,7",,,,,,"6,7",,,,,,,"6,7",,,"6,7","6,7",,,"6,7",,"6,7",,,"5,7",,"6,7",,,,,,,,,"6,7",,,,,"6,7",,,,
136,"6,9",,,,,,,,,"6,7",,,,,,,,"6,7",,,,,,,"6,7",,,"6,7",,,,,"6,7",,,,,,"3,7",,,,,,"5,7",,,,"4,7","2,7",,,,,,,,,,"5,9",,,,"5,7",,,,,,"6,9","5,9",,,,"5,9","2,9",,,,,,,,,,"5,9",,,,,"5,9",,"1,9","6,7","6,9",,,"6,7",,,,,,,,"4,7",,,"6,7","5,7","6,7",,,,,,"6,7",,,"6,7",,,,,"6,7","3,7","6,7",,,,,"1,7","6,7",,,,,"6,7","6,7","6,7",,,,"6,9",,,,,"6,7",
137,"5,7","6,7",,,"6,7",,,"6,7",,,,,,,,,"6,7",,,,,"6,7",,,"6,7",,,,,,"6,7",,,,,,,,,,"3,7",,"6,7",,,"6,7",,,,,,,,,,,"6,7","4,7","6,7","5,7",,,,,"6,7",,,,,,,,"6,7",,,,,"5,7",,,,,"6,7",,,"6,7",,,"5,7","6,7",,,,"6,7",,,,,,,"5,7","4,7",,"6,7","6,7","6,7",,"6,7",,,,,,,"6,7",,,,,,,"6,7","6,7",,,,,,,,,,"2,7",,,,,,"6,7",,,,,"6,7",,,"6,7",,"6,7","6,7"
138,,"4,7",,,,,,,,"6,7","6,7","3,7",,"5,7","2,7",,,,,,"6,7",,,"5,7","6,7",,"1,7",,,,,,,,,"6,7",,,,,,,,,,,,,,,"3,7",,,,"6,7",,,,,"6,7",,,,,,,,,,,"6,7",,"6,8",,,"3,9",,,,"6,7","6,7","6,8",,"2,7",,"6,7","6,8",,,"6,7","6,7",,,,"6,8",,,,,,,,,,,"6,7",,,,,,,,,,,"6,7","6,7",,,,,"6,7",,,,"6,7",,,,,,,"6,7","6,7",,,,"6,7",,,,"6,8","3,7",,"6,7","6,7",,,
139,,,,,,"6,7","6,7",,,,,,,"6,7","2,7",,,,"6,7",,,,,,,"6,7",,,,,"6,7",,"6,7",,"3,7",,"6,7",,,,,,"6,7",,,,,,,,"3,9",,,,,,,,,,,"5,7",,,,"1,9",,,"6,7",,,"6,8",,"6,8",,,"6,7","5,9","6,7","6,9","6,7",,,,,"6,7",,"3,8",,,,,,,,"1,7",,,,,,"6,7",,,,,"6,7",,,,,"5,7",,,,,,,,"6,7",,,,"6,7","6,7","6,7",,"6,7",,,,,"6,7",,,"6,7",,,"6,7",,"6,7",,,,"6,7",,,,,
140,,,,"6,7",,,,,"4,7",,,,,,"6,7","6,7","6,7",,,,,"6,7",,,"6,7",,,,,,,,"6,7",,,"6,7",,,,,,,,,,,,,,,,"3,9","6,7",,,,"6,8",,,,,,,,,"6,7",,,,"6,7",,,,"6,7",,,"6,7","5,7",,,,,,,,,"6,7",,"6,7",,,,,"6,7",,,,"6,7",,,"6,7","6,7",,"6,7","4,7",,,"4,7",,"6,7",,,,,"6,7",,,"4,7","4,7","6,7",,,,,,,,,,,,,,,,,"6,7","6,7","6,7","6,7","6,7",,,,"3,7",,"6,7",,,
141,,,,,,,,,,,,,,"6,7","2,7",,"4,7",,,,,,"6,7",,,,,"4,7",,"6,7",,,,"6,7",,,,,,"6,7",,,"6,7",,,"2,7",,"6,7",,,"3,9","5,7","6,7","6,7",,,"6,9",,,,"6,7",,,,,,"6,8",,,,,,,,,,"6,7",,,"6,7","6,7",,,,,"6,7","6,8",,,,,,,"6,7",,,,,,,,,,,"6,7",,,,,,,,"6,7","1,7",,,,"1,7","6,7","6,7",,"6,7","6,7",,,,,,"6,7","1,7",,"6,7",,,,"6,7",,,,,,,,"4,7",,"6,7",,,,
142,,,,,"5,7",,"5,7",,,,,"6,7",,"6,7",,,,"6,7",,,,,"5,7",,,"6,7",,,"6,7",,"6,7",,,"6,7",,,,,,,,,,"4,7",,,,,"3,7","6,7","3,9","6,9","6,7","6,7",,,,,,,,,,,"6,7",,,,"6,7","6,7",,,,,"6,7",,,,,,,,"6,9",,,"6,7",,,,,"6,7",,,,"6,7",,,,"6,7",,,,"1,7",,"1,7",,,,,,,,,"6,7",,"5,7",,,"4,7",,,,,,"5,7",,,,"6,7","6,7",,"6,7",,,,,,,,,,,,,"6,7","6,7",,"6,7",,
143,"6,7","6,7",,,,,"5,7","6,7",,,,,,,,"5,7",,,,,,,,"2,7","6,7",,,,,,,"6,7",,,,,,,,"6,7",,,"6,7",,,,"4,7",,,,,,,,"6,7","6,7",,,,,,"5,8",,"6,7",,,,,,,,"6,7","6,8","5,7","6,8",,,"5,8","6,7",,,,,,,,,"6,7","5,7",,,,"6,7","6,7",,"6,7",,"6,7","6,7",,,,,,,,,,,,,,,,,,,"6,7","6,7","6,7",,,,"4,9",,,,"6,7","6,7","4,7",,,,,,,"6,7",,"6,7",,,,,,,,,,"6,7",
144,,,"6,7",,,"6,7",,"6,7",,,,,,,,,,,,,,,,,,"6,7",,"6,7",,"6,7","6,7","6,7","6,7",,,,,,"6,8",,,,,,,,,,,,"3,8",,,,"6,7",,,,,,,,"2,9",,,"6,7","6,7",,,"6,9",,,,"6,7",,,,,,,"6,7",,,"6,9",,,,,,,,"6,7","6,8","6,8",,,"6,7",,"6,7",,"4,7",,"1,7","6,7",,,,,,,"1,7","5,7",,,"6,7",,"6,7",,,,,,,,,,"6,7",,,,,"6,7",,,,,,"6,7",,,,,"6,7",,"5,7","6,7",,"6,7",,
145,,,,,,,,,,,"3,7",,"2,7",,,,,"6,7",,,,,,,,,"4,7","6,7","6,7","6,7","6,7",,,,,,,,"3,7",,,"6,7",,,,"6,7",,,,"4,7",,,,"6,7","6,7","6,7",,"5,7",,"6,7",,,"6,7",,,,,"3,7",,,"6,7",,,"6,8",,,,,"6,7",,,,"6,7","6,7",,,"6,7",,,"6,7",,,"6,7",,,,,,,,,,"6,7",,,"6,7",,,"6,7","6,7",,,"6,7",,,,,,,,,,,,,,,,,,,"6,7","5,7",,,,"6,7","6,7","6,7",,,,,,,,,,,"6,7"
146,,,"6,7",,,,,,,,"6,7","6,7",,,,,,,,,,,,,,"4,7",,,,,,,,,,,,,,,"3,7",,,,,"6,7","4,7","6,7","3,7",,"6,7",,,,,,,"6,7","6,7","6,7","6,7","5,7","5,9",,,,,,,,,,,"5,7",,,,,,,,,,,,"6,7",,,,"6,7",,"6,7",,"6,7",,"1,7",,"6,7",,,,"6,7","1,7","6,7",,,"6,7",,,,"1,7",,"6,7","1,7",,,,,,,,,"6,7",,,"6,7",,,,,,,,,,,"4,7","6,7","6,7",,"6,7",,,,,,,,"6,7","6,7"
147,,,"6,7",,,,,,,,"6,7",,,,,,,,"6,7",,"6,7",,,,,,,"6,7",,,,,,,"6,7",,,"6,7","3,7",,"3,7","6,7",,,,,"4,7",,,,,,,,"6,7","6,7",,,,,,,,,"6,7","6,7",,,,"6,8",,,,"6,7","6,7",,,,,,"6,7","6,7",,,"6,7","6,7",,"6,8",,,"6,7",,,"6,7",,,,,,,,,"1,7",,,"6,7","6,7",,,"6,7",,,"6,7","2,7",,,,"1,7",,,,,,"1,7",,,,,,,,,,,,,,,,,,"1,7","6,7","6,7","6,7","6,7",,,,
148,,,,,,"6,7",,,"6,7",,,"6,7","2,7",,,,,,"2,7",,,,"6,7",,,"5,7",,"6,7","2,7",,,,,,,,,,,,,"6,7","6,7",,,,,,,,"3,7",,"6,7",,,"6,7","6,8","6,7",,,"6,7",,,,,,,"3,8","6,7","6,7","6,7","2,7",,"5,7",,,,,"6,7",,"6,7",,,,,,,,,"6,7",,,,"6,8",,,,,,"6,7","2,7",,,,,"6,7",,,,,,,,"4,7","6,7",,,,"4,7",,,,,,,,"6,7",,,,,"6,7",,,,,"6,7",,,,,,,,,,"6,7",,"5,7",
149,,,,,"6,7",,,,"4,7",,,,"6,7",,,,"6,7",,,,"6,7",,"6,7",,,,"6,7",,"6,7","6,7",,,"6,7",,,"6,7",,"6,7",,"6,7",,,,,,"6,7",,"5,7",,,"3,7","6,7",,,,"6,7",,,,"6,7",,,,"6,7","6,7",,,"3,7",,,,"6,7","6,7",,,,,,,,,,,,,,"6,7",,,,,,"6,7",,,,,,,,"6,7",,,,,"6,7",,"6,7",,,,"5,7",,"2,7","2,7","3,7",,,"6,7","6,7",,,,,"6,7",,"6,7",,"6,7",,,,,,,,,,,,,,,,,,,,,
150,,,,,,"5,7",,"6,7","4,7",,"6,7","4,7",,"6,7",,,,,,,"3,7",,,"2,7","6,7",,"2,7",,"6,7","4,7",,,,,,,"6,7",,,,,"4,7",,,,,,,,"4,7","3,7","6,7",,,,,"4,7","4,7","1,7","6,7",,,,"2,7","1,7",,,,,,"2,7",,,,,,,"5,7","5,7",,,,,,"1,7",,,,,,"5,7",,,,,"1,7","2,7",,,,"1,7",,"3,7",,,,,,,"6,7",,,"2,7",,"3,7",,,,,,"6,7",,,"5,7",,,,,,,,,,,,,,,"5,7",,,,,,,,,,,
151,,,,,"6,7",,,,,,"1,9",,,,"4,9",,,,,,,,,,,,,,,,"6,7",,,"6,7",,,,,,"6,7","3,7",,,,,,,,"6,7",,,"5,7","6,7",,,"6,9",,,,,,,,"6,7","6,8",,,,,"6,9","2,7","6,7","6,9",,,,,,,,"6,7",,,,,,,"4,9","5,7",,"6,7","5,9","6,7",,,,,,,"6,7","5,7","6,7",,,,,,,,"6,7","1,7",,"6,7",,,,"6,7",,"6,7","6,7",,,,,,,,,,,,"5,7",,,"6,7","6,7",,,,,,,,"4,7",,"6,7",,,,"6,7"
152,"6,7",,,,,,,,"6,7",,"2,7",,"2,7","6,7","6,7",,,"6,7",,,,,,,,,"2,7",,,"6,7",,,"6,7",,"6,7",,,,,"6,7","6,7",,"6,7",,,,,"5,7","4,7",,,,,"6,7",,,,,,,"6,7",,,,,,,,,,,,,,,"2,7","6,7",,,,,,,,,,"6,8","4,7",,"6,7",,"6,7",,,,"6,7","6,7",,,,"2,7","6,7",,,"6,7",,"6,7","5,7",,,,,,,,,,,"6,7","6,7",,,,"6,7",,,"6,7",,,,,,,,,"6,7",,,,,"6,7","5,7",,,,,,,,
153,"6,7",,,"6,7",,"6,7","5,7",,,,"6,7",,,,,,"1,7",,,,,"6,7","6,7",,,"6,7",,,,,,"6,7",,,,"2,7",,,,"4,7",,,,,,,,"6,7","3,7",,,,,"6,7","6,7",,"6,7",,,,,,"2,7",,"6,7",,,,"6,7",,"6,7",,,"6,7",,,,,,,"6,7","6,7",,,,,,"5,9",,,"6,7",,"6,7","1,9",,,,"6,7",,,,,,,,,,,,,,,,,"6,7",,,,,"6,7",,,"6,7",,"6,7",,,,"6,7",,,"6,7",,,,"6,7",,,,"6,7",,,,,,,,,"6,7",
154,,,"6,7",,,"6,7",,"6,7",,,,,"6,7","6,7",,,,,,,"6,7","6,7","6,7",,,,,,"2,7","6,7",,,,,,"6,7",,,,,,,,"6,7",,,,,,"6,7","3,7","4,7",,,,,,,,,,"5,7",,"6,7",,,,"3,7","6,7",,"6,7",,,,"6,7",,"6,7",,,"6,7",,"6,7",,,,,,,,,,"6,7",,,"6,7","1,7",,,,,"6,7",,"1,7",,,,,,,,"1,7",,,,,"2,7",,"6,7",,,,,,"6,7",,,,"6,7",,"4,7",,"6,7",,,,,,,,,"6,7",,,"6,7",,,,,,
155,,"4,7",,,,,,"3,7","6,7",,,"6,7",,"6,7","3,7","5,7",,,"2,7","3,7","5,7",,"6,7",,"6,7","6,7",,,,"6,7",,"6,7","6,7",,,,,"1,7",,,,"6,7","6,7",,"1,7","6,7","4,7",,,,,,,,,"6,8",,,,"1,8",,,,,,,,,"6,7",,,,,"5,9",,,,,,,"6,7",,,,,,,,"5,8","6,7",,,"4,7","6,8",,"1,8",,,,,,,,,,,,,"2,7",,,,,,,,,,,"6,7",,,,,,,,,"6,7",,"2,7",,,"6,7","3,7",,,,,,,,,,,,,,,
156,,"6,7","4,7","6,7","6,7",,,,"4,7",,"6,7",,,,,,"6,7","4,7",,,,,,,,,,,,"6,7",,,,"6,7","3,7",,,"6,7",,"6,7",,,,,,,,"6,7",,,,"1,7","6,7",,,,,"3,7",,,,,,,,,,,,"6,7","6,7",,,,,"3,8",,,,,,,,"6,7",,,,,,,"6,7",,,,,,"6,7","6,7",,,,,,,"5,7",,,"4,7","6,7","6,7",,,,"3,7","3,7",,"6,7",,,,"6,7",,,,,"3,7",,,,,,"6,7","6,7",,"3,7",,,"6,7",,,,"5,7",,,,,,,,
157,"6,7","4,7",,,"6,7",,,,,,,"6,7",,,,"6,7","4,7",,,,,,,"2,7",,"3,7",,"5,7",,"6,7",,"6,7",,,,,,,,"6,7",,"6,7",,,,,,,,,,,,,,,,,"6,8",,,,"6,8",,"6,9",,,"3,9",,,,,,,,,,"5,7",,"6,9",,,,"6,7",,,,"1,9","5,8",,,,,,,,,,,,,"4,7",,,,,,"4,7","3,7",,,,"6,7",,"6,7",,,,"6,7","6,7",,,,"6,9",,,,"6,7",,,"4,7",,"6,7",,"3,7",,,"6,8",,,,,"6,7","4,7",,,"6,7",,,
158,,,,,,,"5,7",,,"6,7",,,,,,,"4,7",,"4,8",,"6,7",,,,,"6,7",,,,,,,,,,"6,7","6,7",,,,,"6,7",,,,,,,"3,7",,,,,,,,,,,"6,7",,"4,9",,,,,,"3,8",,"6,7","2,9",,,,,,"6,7",,"6,7","2,8",,,,"2,9",,,"6,9",,,,"6,7","6,7","6,8",,"3,8",,"6,7",,,,,,"1,7",,,,,,,,,,,,,,,,"6,7",,,,,"6,7",,,,"6,7","6,7",,,"6,7",,,,,,"6,7","6,7","6,7","6,8",,"6,7","6,7",,,,"6,7",,
159,"6,7",,,,,,,"6,7",,,"6,7",,,,,,,"6,7",,,"6,7",,,,"6,7",,,,,,,"6,7","6,7",,"6,7",,,,,"6,7","6,7",,,,,,"6,7",,"3,7",,"3,9",,,,"6,7",,,,"6,7",,,,,,,"1,9","6,9",,,"6,7",,,,,,"3,9",,,,,,,,,,"6,7",,,,,"6,7",,,,,,,,"6,7","6,9","5,7",,"1,7",,"6,7",,,,"6,7",,,"5,7",,,,,,"6,7",,,,,,,"6,7",,,"6,7",,"4,7","2,7",,,,,"6,7",,,,"6,7",,"6,7",,,,,,,"6,7",
